METODO;URI;STATUS;URL;USERAGENT;COOKIE;BROWSER;QSTATUS;SSTATUS;MSTATUS;LSTATUS;ACAO;QREGRA;SREGRA;MREGRA;LREGRA
0;0;0;0;3;0;8;2544;5;0,19654088050314467;1,0;3;2544;0;0,0;0,0
0;0;0;0;4;0;2;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;0;0;4;0;4;34;0;0,0;0,0;3;34;0;0,0;0,0
0;0;0;0;4;1;4;10;0;0,0;0,0;3;10;0;0,0;0,0
0;0;0;0;5;0;2;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;0;1;2;0;1;2;0;0,0;0,0;3;2;0;0,0;0,0
0;0;0;1;2;0;4;3;0;0,0;0,0;3;3;0;0,0;0,0
0;0;0;1;2;1;4;147;0;0,0;0,0;3;147;0;0,0;0,0
0;0;0;1;3;0;2;3;0;0,0;0,0;3;3;0;0,0;0,0
0;0;0;1;3;0;8;85;3;3,5294117647058822;1,0;0;3;0;0,0;0,0
0;0;0;1;3;0;8;85;3;3,5294117647058822;1,0;3;82;0;0,0;0,0
0;0;0;1;4;0;1;45;0;0,0;0,0;3;45;0;0,0;0,0
0;0;0;1;4;0;4;130;0;0,0;0,0;3;129;0;0,0;0,0
0;0;0;1;4;0;4;130;0;0,0;0,0;0;1;0;0,0;0,0
0;0;0;3;4;0;1;9;0;0,0;0,0;3;9;0;0,0;0,0
0;0;0;3;4;0;4;3;0;0,0;0,0;3;3;0;0,0;0,0
0;2;0;0;4;0;1;1;0;0,0;0,0;3;1;0;0,0;0,0
0;2;0;0;4;0;2;7;0;0,0;0,0;3;7;0;0,0;0,0
0;2;0;0;4;0;4;810;35;4,3209876543209873;1,0;3;810;0;0,0;0,0
0;2;0;0;4;1;1;13;0;0,0;0,0;3;13;0;0,0;0,0
0;2;0;0;4;1;4;74;0;0,0;0,0;3;74;0;0,0;0,0
0;2;0;0;4;1;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;2;0;1;1;0;4;49;0;0,0;0,0;3;49;0;0,0;0,0
0;2;0;1;1;1;4;77;0;0,0;0,0;0;2;0;0,0;0,0
0;2;0;1;1;1;4;77;0;0,0;0,0;3;75;0;0,0;0,0
0;2;0;1;2;0;1;2;0;0,0;0,0;3;2;0;0,0;0,0
