METODO;URI;STATUS;URL;USERAGENT;COOKIE;BROWSER;QSTATUS;SSTATUS;MSTATUS;LSTATUS;ACAO;QREGRA;SREGRA;MREGRA;LREGRA
0;0;0;1;4;0;2;3;0;0,0;0,0;3;3;0;0,0;0,0
0;0;0;1;4;0;4;195;0;0,0;0,0;3;194;0;0,0;0,0
0;0;0;1;4;0;4;195;0;0,0;0,0;0;1;0;0,0;0,0
0;0;0;1;4;1;4;4;0;0,0;0,0;3;4;0;0,0;0,0
0;0;0;2;3;0;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;0;3;4;0;1;2;0;0,0;0,0;3;2;0;0,0;0,0
0;0;0;3;4;0;4;4;0;0,0;0,0;3;4;0;0,0;0,0
0;0;0;3;4;1;1;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;0;3;4;1;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;0;2;0;1;0;1;4;0;0,0;0,0;3;4;0;0,0;0,0
0;0;2;0;1;0;4;3;0;0,0;0,0;3;3;0;0,0;0,0
0;0;2;0;1;1;1;12;0;0,0;0,0;3;12;0;0,0;0,0
0;0;2;0;1;1;4;90;0;0,0;0,0;3;90;0;0,0;0,0
0;0;2;0;2;0;4;5;0;0,0;0,0;3;5;0;0,0;0,0
0;0;2;0;2;1;1;23;0;0,0;0,0;3;23;0;0,0;0,0
0;0;2;0;2;1;4;188;0;0,0;0,0;3;188;0;0,0;0,0
0;0;3;3;5;0;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;3;3;5;1;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;3;3;5;1;5;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;4;0;2;1;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;0;4;0;3;0;2;3;0;0,0;0,0;3;3;0;0,0;0,0
0;0;4;0;4;1;4;99;0;0,0;0,0;3;99;0;0,0;0,0
0;0;4;1;2;0;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;4;1;3;0;2;3;3;100,0;0;3;3;0;0,0;0,0
0;0;4;1;3;0;8;48;40;83,333333333333343;0;3;48;0;0,0;0,0
0;0;4;1;3;1;8;1;1;100,0;0;3;1;0;0,0;0,0
0;0;4;1;4;0;1;15;15;100,0;0;3;15;0;0,0;0,0
0;0;5;0;1;1;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;0;5;0;2;1;1;1;0;0,0;0,0;3;1;0;0,0;0,0
0;0;5;0;2;1;4;34;0;0,0;0,0;3;34;0;0,0;0,0
0;0;5;0;3;1;2;16;0;0,0;0,0;3;16;0;0,0;0,0
0;0;5;0;4;1;1;5;0;0,0;0,0;3;5;0;0,0;0,0
0;2;0;3;2;1;4;3;0;0,0;0,0;3;3;0;0,0;0,0
0;2;0;3;3;0;2;6;0;0,0;0,0;3;6;0;0,0;0,0
0;2;0;3;3;1;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;2;0;3;4;0;1;19;0;0,0;0,0;3;19;0;0,0;0,0
0;2;0;3;4;0;2;2;0;0,0;0,0;3;2;0;0,0;0,0
0;2;0;3;4;0;4;59;0;0,0;0,0;3;59;0;0,0;0,0
0;2;0;3;4;0;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;2;0;3;4;1;4;107;0;0,0;0,0;3;107;0;0,0;0,0
0;2;0;3;5;0;5;1;0;0,0;0,0;3;1;0;0,0;0,0
0;2;2;0;1;0;1;91;0;0,0;0,0;3;91;0;0,0;0,0
0;2;2;0;1;0;4;374;0;0,0;0,0;3;374;0;0,0;0,0
0;2;2;0;1;1;1;2140;0;0,0;0,0;3;2140;0;0,0;0,0
0;2;2;0;1;1;4;8850;0;0,0;0,0;0;13;0;0,0;0,0
0;2;2;0;1;1;4;8850;0;0,0;0,0;3;8837;0;0,0;0,0
0;2;2;0;1;1;8;8;0;0,0;0,0;3;8;0;0,0;0,0
0;2;2;0;2;0;1;30;0;0,0;0,0;3;30;0;0,0;0,0
0;2;2;3;3;1;8;96;0;0,0;0,0;3;96;0;0,0;0,0
0;2;2;3;4;0;1;751;0;0,0;0,0;3;751;0;0,0;0,0
0;2;2;3;4;0;2;44;0;0,0;0,0;3;44;0;0,0;0,0
0;2;2;3;4;0;4;4671;0;0,0;0,0;3;4671;0;0,0;0,0
0;2;2;3;4;0;8;1369;0;0,0;0,0;3;1369;0;0,0;0,0
0;2;2;3;4;1;1;1095;0;0,0;0,0;3;1095;0;0,0;0,0
0;2;2;3;4;1;4;6810;0;0,0;0,0;3;6810;0;0,0;0,0
0;2;2;3;4;1;8;179;0;0,0;0,0;3;179;0;0,0;0,0
0;2;2;3;5;0;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;2;2;3;5;0;5;21;0;0,0;0,0;3;21;0;0,0;0,0
0;2;2;3;5;1;2;15;0;0,0;0,0;3;15;0;0,0;0,0
0;2;2;3;5;1;5;6;0;0,0;0,0;3;6;0;0,0;0,0
0;2;3;0;1;0;4;342;0;0,0;0,0;3;342;0;0,0;0,0
0;2;3;0;1;1;1;13;0;0,0;0,0;3;13;0;0,0;0,0
0;2;3;0;1;1;4;348;0;0,0;0,0;3;348;0;0,0;0,0
0;2;3;0;1;1;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;2;5;1;5;0;2;2;2;100,0;0;3;2;0;0,0;0,0
0;2;5;3;4;1;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;0;0;1;0;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;3;0;0;1;1;1;21;0;0,0;0,0;3;21;0;0,0;0,0
0;3;0;0;1;1;4;71;0;0,0;0,0;3;71;0;0,0;0,0
0;3;0;0;2;0;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;3;0;0;2;1;1;15;0;0,0;0,0;3;15;0;0,0;0,0
0;3;0;0;2;1;4;217;0;0,0;0,0;3;217;0;0,0;0,0
0;3;0;0;3;0;2;5;0;0,0;0,0;3;5;0;0,0;0,0
0;3;0;0;3;0;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;0;0;3;0;8;18324;25;0,13643309321108929;1,0;3;18324;0;0,0;0,0
0;3;0;0;3;1;2;168;0;0,0;0,0;3;168;0;0,0;0,0
0;3;0;0;3;1;4;7;0;0,0;0,0;3;7;0;0,0;0,0
0;3;0;0;3;1;8;2;0;0,0;0,0;3;2;0;0,0;0,0
0;3;0;0;4;0;1;7;0;0,0;0,0;3;7;0;0,0;0,0
0;3;0;0;4;0;4;13;0;0,0;0,0;3;13;0;0,0;0,0
0;3;2;1;5;1;8;145;0;0,0;0,0;0;2;0;0,0;0,0
0;3;2;1;5;1;8;145;0;0,0;0,0;3;143;0;0,0;0,0
0;3;2;2;1;0;1;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;2;2;1;0;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;3;2;2;1;1;4;2;0;0,0;0,0;3;2;0;0,0;0,0
0;3;2;2;2;1;4;3;0;0,0;0,0;3;3;0;0,0;0,0
0;3;2;2;3;0;2;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;2;2;4;0;1;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;2;2;4;0;4;46;0;0,0;0,0;3;46;0;0,0;0,0
0;3;2;2;4;0;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;2;2;4;1;1;3;0;0,0;0,0;3;3;0;0,0;0,0
0;3;2;2;4;1;4;53;0;0,0;0,0;3;53;0;0,0;0,0
0;3;2;3;1;0;1;13;0;0,0;0,0;3;13;0;0,0;0,0
0;3;2;3;1;0;4;68;0;0,0;0,0;3;68;0;0,0;0,0
0;3;2;3;1;1;1;10;0;0,0;0,0;3;10;0;0,0;0,0
0;3;2;3;1;1;4;19;0;0,0;0,0;3;19;0;0,0;0,0
0;3;3;3;5;0;5;6;0;0,0;0,0;3;6;0;0,0;0,0
0;3;3;3;5;0;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;3;3;5;1;1;4;0;0,0;0,0;3;4;0;0,0;0,0
0;3;3;3;5;1;2;7;0;0,0;0,0;3;7;0;0,0;0,0
0;3;3;3;5;1;3;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;3;3;5;1;4;3;0;0,0;0,0;3;3;0;0,0;0,0
0;3;3;3;5;1;5;21;0;0,0;0,0;3;21;0;0,0;0,0
0;3;3;3;5;1;8;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;4;0;1;1;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;4;0;2;1;4;1;0;0,0;0,0;3;1;0;0,0;0,0
0;3;4;0;3;0;8;2;2;100,0;0;3;2;0;0,0;0,0
0;3;4;0;3;1;2;12;0;0,0;0,0;3;12;0;0,0;0,0
0;3;4;0;4;0;1;1;0;0,0;0,0;3;1;0;0,0;0,0
